Video ID,Segment ID,Modality,Start frame,End frame,Start time(s),End time(s),Violence Type (Video),Violence label(video),Video Type,Violence Type (Text),Texts,Memo,Violence(Sound) Type1,Sound type1,sound_start_frame1,sound_end_frame1,Violence(Sound) Type2,Sound type2,sound_start_frame2,sound_end_frame2,Violence(Sound) Type3,Sound type3,sound_start_frame3,sound_end_frame3,Violence(Sound) Type4,Sound type4,sound_start_frame4,sound_end_frame4,Violence(Sound) Type5,Sound type5,sound_start_frame5,sound_end_frame5,Violence(Sound) Type6,Sound type6,sound_start_frame6,sound_end_frame6,Violence(Sound) Type7,Sound type7,sound_start_frame7,sound_end_frame7,Violence(Sound) Type8,Sound type8,sound_start_frame8,sound_end_frame8,Violence(Sound) Type9,Sound type9,sound_start_frame9,sound_end_frame9,Violence(Sound) Type10,Sound type10,sound_start_frame10,sound_end_frame10,Violence(Sound) Type11,Sound type11,sound_start_frame11,sound_end_frame11,Filename,Segment Position,Split
11,11_9,"Multimodal(Video, Text)",1334,1681,44.51,56.09,non-violent,0.0,CCTV,Violent,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,9,train
11,11_10,"Multimodal(Video, Text)",1682,1750,56.12,58.39,non-violent,0.0,News,Violent,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,10,train
11,11_11,"Multimodal(Video, Text)",1751,1845,58.43,61.56,non-violent,0.0,CCTV,Violent,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,11,train
11,11_12,"Multimodal(Video, Text)",1846,1930,61.59,64.4,violent,1.0,CCTV,Violent,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,12,train
11,11_13,"Multimodal(Video, Text)",1931,1949,64.43,65.03,non-violent,0.0,News,Violent,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,13,train
11,11_14,Unimodal(Video),1950,2073,65.06,69.17,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,14,train
11,11_15,Unimodal(Video),2074,2098,69.2,70.0,non-violent,0.0,News,,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,15,train
11,11_16,Unimodal(Video),2099,2357,70.04,78.65,violent,1.0,CCTV,,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,16,train
11,11_17,Unimodal(Video),2358,2495,78.68,83.25,violent,1.0,CCTV,,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,17,train
11,11_18,Unimodal(Video),2496,2764,83.28,92.23,non-violent,0.0,News,,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,18,train
11,11_19,Unimodal(Video),2765,2901,92.26,96.8,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,19,train
11,11_20,Unimodal(Video),2902,2912,96.83,97.16,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,20,train
11,11_21,"Multimodal(Video, Text)",2913,3035,97.2,101.27,violent,1.0,CCTV,Violent,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,21,train
11,11_22,"Multimodal(Video, Text)",3036,3721,101.3,124.16,non-violent,0.0,News,Violent,ASSAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,22,train
11,11_23,Unimodal(Video),3722,3736,124.19,124.66,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11_Domestic assault caught on tape.mp4,23,train
12,12_1,Unimodal(Video),0,4,0.0,0.13,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_Watch as cab robbery gets interrupted by police.mp4,1,train
12,12_3,"Multimodal(Video, Sound)",60,209,2.0,6.97,non-violent,0.0,Dashcam,,,,Violent,Shouting,180.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_Watch as cab robbery gets interrupted by police.mp4,3,train
12,12_4,"Multimodal(Video, Sound)",210,474,7.01,15.82,violent,1.0,Dashcam,,,,Violent,Shouting,210.0,450.0,Violent,Shouting,365.0,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_Watch as cab robbery gets interrupted by police.mp4,4,train
12,12_5,"Multimodal(Video, Sound)",475,909,15.85,30.33,non-violent,0.0,Dashcam,,,,Violent,Shouting,475.0,487.0,Violent,Shouting,639.0,909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_Watch as cab robbery gets interrupted by police.mp4,5,train
12,12_6,"Multimodal(Video, Sound)",910,1297,30.36,43.28,violent,1.0,Dashcam,,,,Violent,Shouting,910.0,943.0,Violent,Shouting,1277.0,1297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_Watch as cab robbery gets interrupted by police.mp4,6,train
12,12_7,"Multimodal(Video, Sound)",1298,2567,43.31,85.65,non-violent,0.0,Dashcam,,,,Violent,Shouting,1298.0,1460.0,Violent,Shouting,1946.0,1977.0,Violent,Shouting,2220.0,2342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_Watch as cab robbery gets interrupted by police.mp4,7,train
12,12_8,Unimodal(Video),2568,2572,85.69,85.82,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_Watch as cab robbery gets interrupted by police.mp4,8,train
13,13_1,"Multimodal(Video, Sound)",0,450,0.0,18.0,non-violent,0.0,Self-filmed,,,,Violent,Shouting,375.0,450.0,Violent,Others,125.0,150.0,Violent,Shouting,200.0,250.0,Violent,Others,400.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Dramatic moment UK armed cops swoop in on Audi in North London.mp4,1,train
13,13_2,"Multimodal(Video, Sound)",451,1629,18.04,65.16,violent,1.0,Self-filmed,,,,Violent,Shouting,451.0,1575.0,Violent,Shouting,1600.0,1629.0,Violent,Shouting,525.0,1125.0,Violent,Shouting,1175.0,1325.0,Violent,Shouting,1375.0,1450.0,Violent,Shouting,1500.0,125.0,,,,,,,,,,,,,,,,,,,,,13_Dramatic moment UK armed cops swoop in on Audi in North London.mp4,2,train
13,13_3,"Multimodal(Video, Sound)",1630,1915,65.2,76.6,violent,1.0,Self-filmed,,,,Violent,Shouting,1630.0,1900.0,Violent,Shouting,1750.0,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Dramatic moment UK armed cops swoop in on Audi in North London.mp4,3,train
14,14_1,Unimodal(Video),0,102,0.0,3.4,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,1,train
14,14_2,Unimodal(Video),103,637,3.44,21.25,non-violent,0.0,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,2,train
14,14_3,Unimodal(Video),638,777,21.29,25.93,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,3,train
14,14_4,Unimodal(Video),778,850,25.96,28.36,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,4,train
14,14_5,Unimodal(Video),851,953,28.4,31.8,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,5,train
14,14_6,Unimodal(Video),954,1050,31.83,35.04,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,6,train
14,14_7,Unimodal(Video),1051,1221,35.07,40.74,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,7,train
14,14_8,Unimodal(Video),1227,1432,40.94,47.78,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,8,train
14,14_9,Unimodal(Video),1433,1502,47.81,50.12,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,9,train
14,14_10,Unimodal(Video),1503,1563,50.15,52.15,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,10,train
14,14_11,Unimodal(Video),1564,2379,52.19,79.38,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,11,train
14,14_12,Unimodal(Video),2380,2449,79.41,81.72,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,12,train
14,14_13,Unimodal(Video),2450,3099,81.75,103.4,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,13,train
14,14_14,Unimodal(Video),3100,3318,103.44,110.71,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,14,train
14,14_15,Unimodal(Video),3319,3539,110.74,118.08,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,15,train
14,14_16,Unimodal(Video),3540,3739,118.12,124.76,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,16,train
14,14_17,Unimodal(Video),3740,3836,124.79,127.99,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Homeowner shoots at two suspected thieves rummaging through car.mp4,17,train
15,15_1,Unimodal(Video),0,91,0.0,3.04,none,,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15_CCTV of Neighbours in Epic Garden Fight with Numerous Punches And Flying Bricks.mp4,1,train
15,15_2,Unimodal(Video),92,1180,3.07,39.37,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15_CCTV of Neighbours in Epic Garden Fight with Numerous Punches And Flying Bricks.mp4,2,train
15,15_3,Unimodal(Video),1181,1370,39.41,45.71,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15_CCTV of Neighbours in Epic Garden Fight with Numerous Punches And Flying Bricks.mp4,3,train
15,15_4,Unimodal(Video),1371,1426,45.75,47.58,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15_CCTV of Neighbours in Epic Garden Fight with Numerous Punches And Flying Bricks.mp4,4,train
15,15_5,Unimodal(Video),1427,2000,47.61,66.73,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15_CCTV of Neighbours in Epic Garden Fight with Numerous Punches And Flying Bricks.mp4,5,train
18,18_1,Unimodal(Video),0,570,0.0,19.02,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,1,train
18,18_2,Unimodal(Video),578,1638,19.29,54.65,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,2,train
18,18_3,Unimodal(Video),1643,2035,54.82,67.9,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,3,train
18,18_4,Unimodal(Video),2046,2184,68.27,72.87,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,4,train
18,18_5,Unimodal(Video),2195,2315,73.24,77.24,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,5,train
18,18_6,Unimodal(Video),2325,2362,77.58,78.81,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,6,train
18,18_7,Unimodal(Video),2363,2525,78.85,84.25,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,7,train
18,18_8,Unimodal(Video),2526,3007,84.28,100.33,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,8,train
18,18_9,Unimodal(Video),3016,3340,100.63,111.44,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,9,train
19,19_1,Unimodal(Video),0,1,0.0,0.03,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,1,train
19,19_3,"Multimodal(Video, Text)",100,207,3.34,6.91,none,,Others,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,3,train
19,19_4,Unimodal(Video),210,802,7.01,26.76,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,4,train
19,19_5,Unimodal(Video),803,3422,26.79,114.18,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,5,train
19,19_6,Unimodal(Video),3423,3518,114.21,117.38,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,6,train
19,19_7,Unimodal(Video),3532,3771,117.85,125.83,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,7,train
19,19_8,Unimodal(Video),3772,3831,125.86,127.83,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,8,train
19,19_9,Unimodal(Video),3832,6711,127.86,223.92,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,9,train
19,19_10,Unimodal(Video),6727,7058,224.46,235.5,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,10,train
19,19_11,Unimodal(Video),7059,8159,235.54,272.24,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,11,train
19,19_12,Unimodal(Video),8160,8321,272.27,277.64,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,12,train
19,19_13,Unimodal(Video),8322,9301,277.68,310.34,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,13,train
19,19_14,Unimodal(Video),9302,9566,310.38,319.19,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,14,train
19,19_15,Unimodal(Video),9567,9748,319.22,325.26,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,15,train
19,19_16,Unimodal(Video),9749,10116,325.29,337.54,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,16,train
19,19_17,Unimodal(Video),10117,10565,337.57,352.52,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,17,train
19,19_18,Unimodal(Video),10566,10769,352.55,359.33,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,18,train
19,19_19,Unimodal(Video),10785,10836,359.86,361.56,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,19,train
19,19_20,Unimodal(Video),10837,11056,301.59,368.9,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,20,train
19,19_21,Unimodal(Video),11057,11287,368.93,376.61,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,21,train
19,19_22,Unimodal(Video),11288,12781,376.64,426.46,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,22,train
19,19_23,Unimodal(Video),12794,12944,426.89,431.9,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,23,train
19,19_24,Unimodal(Video),12960,13375,432.43,446.28,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,24,train
19,19_25,Unimodal(Video),13376,13499,446.31,450.42,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,25,train
